,0,1,2,3,4,vector,results
0,126.41614871404968,1077.7354910884742,1058.6857670728164,1345.9890625219546,1.0,790.2597690811915,0.07985791446636623
1,1077.7354910884742,1182.6363739959058,1012.4123398749887,1317.0057158633376,1.0,832.8038937022571,-0.008445155171000973
2,1058.6857670728164,1012.4123398749887,1136.5597852934793,402.02414962618315,1.0,321.24812503442627,0.3254342225805001
3,1345.9890625219546,1317.0057158633376,402.02414962618315,1403.1988231009884,1.0,706.4377211287414,0.6031530181241345
4,1.0,1.0,1.0,1.0,0.0,1.0,-367.1038624410187
